Prediction Window (Months),Task,AUROC,AUPRC,Sensitivity,Specificity,F1-Score,Lesion Complexity Score,Stent Type Score,AI Risk Prediction Score,Calibration Score,p-value,AUPRC (Ischemia),AUPRC (Bleeding,AUROC (Ischemia),AUROC (Bleeding),Standard Care EFS (%),AI-Driven EFS (%),Absolute Risk Reduction (ARR %),Relative Risk Reduction (RRR %),p-value
12,Bleeding Risk,0.87,0.72,92.3,86,89,0.99,0.71,0.86,0.911034371,0.002901633,0.659348118,0.677329588,0.836540691,0.71086909,70.73645077,77.19972275,-6.46327198,-9.137116593,0.003383737
23,Bleeding Risk,0.85,0.77,92.9,72.3,81.3,0.7,0.21,0.85,0.888565726,0.001282745,0.728101515,0.625813822,0.775287412,0.74112113,69.95429745,77.08373319,-7.129435733,-10.19156219,0.002623708
10,Bleeding Risk,0.88,0.69,84.5,72.2,77.9,0.11,0.05,0.91,0.867183722,0.002542259,0.672266831,0.668415153,0.83565337,0.75222951,73.75954175,77.35149785,-3.591956106,-4.869818902,0.001581071
24,Bleeding Risk,0.79,0.79,87.8,81.5,84.5,0.81,0.38,0.71,0.911619982,0.00348957,0.685284019,0.608171036,0.792309506,0.797571103,68.92143543,74.48961416,-5.568178738,-8.079023172,0.00416281
20,Bleeding Risk,0.8,0.74,80.6,79.7,80.1,0.71,0.27,0.9,0.869252064,0.004874156,0.723065498,0.668298517,0.810145915,0.745978934,74.5791545,80.53526653,-5.956112022,-7.986295986,0.00175624
9,Ischemic Event,0.92,0.83,92.1,80.5,85.9,0.04,0.51,0.9,0.896722876,0.002288291,0.674691092,0.698862522,0.840294546,0.747510049,70.63986958,77.26611953,-6.626249949,-9.380325854,0.002691225
10,Bleeding Risk,0.89,0.79,81.6,80.5,81,0.63,0.51,0.69,0.930469476,0.004525792,0.66754878,0.614539064,0.831780548,0.794046811,70.99569572,76.85579249,-5.860096773,-8.254157824,0.004363257
13,Bleeding Risk,0.89,0.76,83.1,83.6,83.3,0.46,0.58,0.91,0.933983633,0.003768491,0.708982356,0.697653659,0.790707212,0.706836225,66.40885907,69.81256143,-3.403702362,-5.125373949,0.001532967
0,Ischemic Event,0.89,0.67,85.7,79.9,82.7,0.93,0.64,0.88,0.883904813,0.004612588,0.660609367,0.646698323,0.775383149,0.769773966,72.45930182,75.90224718,-3.44294536,-4.751557459,0.004739664
18,Ischemic Event,0.86,0.66,82,78.6,80.3,0.82,0.65,0.86,0.872484649,0.004721198,0.739325406,0.632533181,0.813780809,0.731057349,65.76418386,71.01253608,-5.248352222,-7.980563149,0.004589483
12,Ischemic Event,0.85,0.75,90.1,81.5,85.6,0.54,0.8,0.87,0.940629038,0.002273674,0.734926581,0.689272127,0.82065722,0.712664197,67.09436165,73.7564009,-6.662039258,-9.929357839,0.004089484
3,Ischemic Event,0.88,0.67,89.4,85.7,87.5,0.03,0.2,0.84,0.879515272,0.004992261,0.654635609,0.697428442,0.812915845,0.73386427,69.30888504,76.23204274,-6.923157701,-9.988845871,0.004964547
2,Ischemic Event,0.89,0.68,81.6,76.4,78.9,0.22,0.85,0.84,0.855202879,0.001946599,0.746155285,0.652670079,0.753494492,0.784817899,69.57829755,77.47045098,-7.892153422,-11.34283778,0.002293261
11,Ischemic Event,0.89,0.65,83.6,73.3,78.1,0.5,0.1,0.89,0.937424272,0.003502547,0.733396949,0.612584683,0.811880611,0.705447663,73.14159941,80.6563335,-7.514734093,-10.27422719,0.001129543
2,Bleeding Risk,0.9,0.69,80.5,75.6,78,0.7,0.61,0.95,0.92129972,0.003688396,0.731142991,0.697809674,0.773244583,0.749827708,68.17717634,73.92343917,-5.746262836,-8.42842597,0.004148467
32,Bleeding Risk,0.91,0.7,87.8,85.5,86.6,0.36,0.02,0.79,0.947772487,0.002918491,0.711245225,0.645144536,0.786244373,0.751299375,66.40456189,71.02752867,-4.622966777,-6.961821064,0.003855799
23,Bleeding Risk,0.9,0.84,79.1,71.6,75.2,0.77,0.6,0.73,0.912184882,0.001444482,0.674553811,0.618323711,0.839784101,0.748114704,74.15127945,81.90716559,-7.75588614,-10.45954459,0.004866114
15,Bleeding Risk,0.92,0.69,83.6,78.2,80.8,0.66,0.54,0.92,0.931458212,0.004543365,0.692415584,0.645898755,0.751866003,0.728507633,65.83594774,71.45471518,-5.618767443,-8.534497696,0.003225077
17,Bleeding Risk,0.87,0.76,92.9,78.2,84.9,0.9,0.6,0.76,0.87895522,0.001059027,0.696295066,0.662899885,0.840246927,0.799654491,68.95007365,74.18153592,-5.231462279,-7.587319348,0.004804317
13,Ischemic Event,0.8,0.78,85.3,73.5,79,0.59,0.03,0.79,0.870733028,0.002940704,0.743868648,0.600472116,0.840710702,0.774433484,73.76570333,78.68144314,-4.915739811,-6.663990973,0.001730798
30,Ischemic Event,0.92,0.76,85.1,74.5,79.4,0.19,0.87,0.92,0.924352295,0.001780772,0.677368813,0.660314089,0.816763363,0.780014864,69.49094349,74.59518057,-5.104237074,-7.345183153,0.002185807
7,Ischemic Event,0.81,0.67,85.5,82.3,83.9,0.08,0.46,0.75,0.94983847,0.004738861,0.707728937,0.631379485,0.786995584,0.737392615,74.05451897,77.40477941,-3.350260435,-4.524045908,0.001654154
33,Bleeding Risk,0.82,0.79,81.5,84.5,83,0.99,0.82,0.8,0.854687832,0.003937905,0.680383201,0.694486109,0.846163822,0.788824739,71.95379301,76.93145517,-4.977662157,-6.917859294,0.001858105
12,Ischemic Event,0.88,0.82,82.8,76.4,79.5,0.17,0.81,0.67,0.889800931,0.003270709,0.687418976,0.681104003,0.843639589,0.715487345,65.9020886,72.9183453,-7.016256694,-10.64648609,0.003452018
6,Bleeding Risk,0.86,0.8,86.1,82.4,84.2,0.37,0.78,0.74,0.891177176,0.00152228,0.736894211,0.607547939,0.822632208,0.749781105,68.32256882,73.36247522,-5.039906394,-7.376634808,0.001542073
7,Bleeding Risk,0.8,0.76,91.7,77.4,83.9,0.45,0.81,0.67,0.918600652,0.00106851,0.678036186,0.660233781,0.830711334,0.705308949,71.59918423,75.26077911,-3.661594883,-5.1140176,0.004912219
17,Bleeding Risk,0.78,0.8,86,76.2,80.8,0.1,0.79,0.88,0.886669459,0.002907362,0.691144789,0.693263282,0.774563696,0.793915684,69.01028779,72.65942078,-3.649132995,-5.28781014,0.004492225
17,Bleeding Risk,0.86,0.84,87.2,78.8,82.8,0.09,0.32,0.83,0.91687548,0.001191483,0.716203637,0.650032964,0.845741494,0.776946914,69.33578085,73.27878321,-3.943002363,-5.68682189,0.003093721
37,Bleeding Risk,0.82,0.76,81.6,78.2,79.9,0.34,0.55,0.74,0.927626324,0.002996021,0.696397434,0.619598187,0.813680933,0.754730726,69.66929235,75.65680775,-5.987515394,-8.594195795,0.003073919
14,Ischemic Event,0.91,0.79,86.8,72.7,79.1,0.03,0.13,0.87,0.922493301,0.003668854,0.682861211,0.643896493,0.832812761,0.765357337,71.95544122,76.97996574,-5.024524523,-6.982827758,0.004309066
5,Bleeding Risk,0.85,0.7,83,84.3,83.6,0.46,0.51,0.95,0.932577632,0.002475188,0.732089903,0.649418778,0.833655954,0.765420325,70.91785366,77.31370869,-6.39585503,-9.018681051,0.00358496
33,Bleeding Risk,0.92,0.77,82.1,84.7,83.4,0.53,0.56,0.78,0.924764638,0.001755757,0.651012273,0.60275677,0.809051396,0.761397801,66.3141993,73.54690074,-7.23270144,-10.90671608,0.002223027
21,Bleeding Risk,0.78,0.78,84.3,82.1,83.2,0.02,0.88,0.88,0.927864101,0.004560511,0.712352755,0.649110966,0.812870407,0.724382929,67.26831087,75.16892799,-7.900617113,-11.74493162,0.002105766
12,Ischemic Event,0.91,0.75,79.8,77.7,78.7,0.95,0.24,0.86,0.868451129,0.004122637,0.717833845,0.691532339,0.802609368,0.729002639,73.52247756,76.63065174,-3.108174187,-4.227515571,0.003546249
7,Bleeding Risk,0.86,0.68,79.4,84.7,82,0.7,0.83,0.85,0.928755549,0.001851372,0.675230705,0.646140987,0.801153187,0.769530069,69.16751209,72.59940654,-3.431894453,-4.961714465,0.004829858
15,Bleeding Risk,0.9,0.8,88.9,73.2,80.3,0.11,0.74,0.67,0.858911678,0.001969108,0.674877374,0.676532141,0.838323521,0.775253636,72.24331755,78.85550967,-6.61219212,-9.152669539,0.001680295
1,Ischemic Event,0.88,0.8,88.1,76.9,82.1,0.92,0.51,0.83,0.912957405,0.004939261,0.729281489,0.64166718,0.810009021,0.700768868,73.36488507,79.91031795,-6.545432888,-8.92175171,0.004668008
12,Ischemic Event,0.89,0.77,88.9,74.2,80.9,0.52,0.48,0.75,0.902024005,0.001467403,0.694233581,0.666897911,0.776904191,0.771904521,70.5164983,78.08036353,-7.563865233,-10.72637669,0.002130433
7,Ischemic Event,0.84,0.77,86.4,79.2,82.6,0.06,0.94,0.83,0.938277712,0.004603009,0.671548399,0.616470223,0.802375903,0.70285679,70.13521158,76.31040107,-6.175189493,-8.804692186,0.002917993
8,Bleeding Risk,0.87,0.73,90.7,71.4,79.9,0.33,0.72,0.78,0.924959596,0.002091236,0.716908047,0.615573492,0.779034576,0.79346826,67.17459753,73.27697276,-6.102375224,-9.084349513,0.003932922
30,Ischemic Event,0.89,0.81,86.1,79.3,82.6,0.18,0.45,0.75,0.858135992,0.001542254,0.728151234,0.630096627,0.777878996,0.700580645,73.7904902,78.90758443,-5.117094232,-6.934625612,0.003623031
23,Ischemic Event,0.83,0.67,81.5,71.6,76.2,0.51,0.72,0.8,0.880405884,0.002075661,0.710916601,0.613167388,0.771800657,0.790831655,73.61402323,80.30109561,-6.68707238,-9.083965373,0.003443078
12,Ischemic Event,0.86,0.71,87.9,73.7,80.2,0.62,0.15,0.68,0.858145504,0.003902632,0.730661349,0.606611252,0.808869455,0.724608083,71.45174969,78.04919273,-6.597443039,-9.233424049,0.004138495
22,Bleeding Risk,0.89,0.8,88.9,84.6,86.7,0.73,0.48,0.84,0.884849873,0.001135142,0.671918274,0.606420709,0.845556932,0.735690071,71.93000241,78.41171786,-6.481715448,-9.011143099,0.003296591
9,Bleeding Risk,0.9,0.74,83.9,84.3,84.1,0.42,0.26,0.85,0.878994853,0.001185007,0.719636588,0.607937792,0.833791333,0.772642244,66.11563667,69.23728922,-3.121652542,-4.721504169,0.004589617
30,Ischemic Event,0.85,0.73,90.8,73.3,81.1,0.7,0.51,0.74,0.864996726,0.002355266,0.659439774,0.656362049,0.777215933,0.782094993,71.97238043,78.24990291,-6.277522475,-8.722127068,0.001440907
35,Bleeding Risk,0.85,0.69,91.4,72.1,80.6,0.88,0.9,0.9,0.938182178,0.004425305,0.683645498,0.631161962,0.795518846,0.727590657,66.49816277,73.80374987,-7.305587099,-10.98614878,0.00473385
20,Ischemic Event,0.89,0.82,91.2,71.8,80.3,0.8,0.92,0.89,0.910212841,0.002740924,0.711524507,0.684938309,0.818373371,0.78599432,66.17392705,70.93829753,-4.764370483,-7.199769903,0.002184595
36,Ischemic Event,0.86,0.83,90.3,71.1,79.6,0.08,0.19,0.72,0.862327711,0.001548424,0.664749313,0.660149406,0.783489967,0.743039568,73.86045991,78.45454303,-4.594083122,-6.21994925,0.002133562
30,Bleeding Risk,0.82,0.76,91.6,76.1,83.1,0.95,0.93,0.85,0.914580684,0.002237145,0.71642688,0.637352122,0.801375831,0.75838559,73.27490241,77.94307766,-4.66817525,-6.370769658,0.003836458
31,Ischemic Event,0.84,0.68,83.2,72.1,77.3,0.17,0.15,0.81,0.910328734,0.001656621,0.738621649,0.642849203,0.773994353,0.757609834,65.9453552,69.92412682,-3.978771617,-6.033437238,0.003721115
2,Bleeding Risk,0.87,0.7,90.4,81.9,85.9,0.68,0.46,0.89,0.915571824,0.001190292,0.713217227,0.602746437,0.82561738,0.752447561,74.84917616,80.34984229,-5.50066613,-7.349000232,0.003623075
15,Bleeding Risk,0.78,0.77,85.1,72.7,78.4,0.3,0.42,0.87,0.885130895,0.004316213,0.680618603,0.61060975,0.750547472,0.751100081,67.12841962,73.88074483,-6.75232521,-10.05881749,0.004366674
7,Bleeding Risk,0.91,0.77,91.2,83.3,87.1,0.96,0.64,0.91,0.939938928,0.003432053,0.721067102,0.6278506,0.775624783,0.752653688,67.3202207,71.57617292,-4.255952221,-6.321952272,0.002617392
2,Ischemic Event,0.89,0.68,81.9,84,82.9,0.09,0.96,0.71,0.861700285,0.002278016,0.728457243,0.639304933,0.80837956,0.763145613,72.47630749,77.49140676,-5.015099273,-6.919639599,0.004796713
0,Bleeding Risk,0.8,0.75,81,71.5,76,0.64,0.52,0.67,0.946358733,0.003352116,0.745478089,0.682657471,0.82438519,0.723227032,70.37386891,74.14053901,-3.7666701,-5.352370359,0.002030186
20,Ischemic Event,0.8,0.75,88.9,81.8,85.2,0.49,0.51,0.7,0.920986538,0.002798831,0.68544395,0.665832568,0.83656432,0.716859179,73.00184446,79.39033179,-6.388487332,-8.751131399,0.004177611
35,Bleeding Risk,0.81,0.75,82.5,85.6,84,0.77,0.02,0.71,0.878606043,0.003605127,0.676319025,0.662504756,0.79081105,0.77820989,70.14458533,77.47372529,-7.329139964,-10.44861828,0.00169326
4,Ischemic Event,0.83,0.84,92.1,80.2,85.7,0.65,0.96,0.9,0.869561832,0.002969578,0.747116653,0.65015571,0.797277513,0.755057632,71.65654959,79.37917955,-7.722629956,-10.77728414,0.002111072
11,Ischemic Event,0.78,0.76,92.5,82.7,87.3,0.47,0.16,0.84,0.856552271,0.00431726,0.694520978,0.673135341,0.770359855,0.730947785,67.86355666,75.03230336,-7.168746696,-10.56347037,0.003199213
32,Bleeding Risk,0.85,0.73,83.2,76.9,79.9,0.69,0.32,0.72,0.924547233,0.001256571,0.741066826,0.681553582,0.770007863,0.709436492,65.24220407,69.4415097,-4.199305627,-6.436486453,0.003194005
18,Bleeding Risk,0.83,0.74,88.2,71.1,78.7,0.27,0.25,0.83,0.915830691,0.004548676,0.734869204,0.653567666,0.798616916,0.727942269,71.9290507,75.61701381,-3.687963114,-5.127223393,0.003124901
11,Bleeding Risk,0.91,0.73,80.4,85.7,83,0.18,0.71,0.81,0.862230261,0.002326689,0.740594335,0.669015241,0.803690539,0.738543418,72.17462754,76.43662921,-4.262001673,-5.905124582,0.004190924
33,Ischemic Event,0.9,0.71,81,75.1,77.9,0.78,0.95,0.81,0.90762291,0.003639409,0.695936861,0.679741417,0.810852382,0.745257762,70.05930656,76.16159195,-6.10228539,-8.710170981,0.004889396
32,Ischemic Event,0.84,0.83,85.7,83.9,84.8,0.13,0.04,0.7,0.912333971,0.00124829,0.658204205,0.614163111,0.796699511,0.76067641,66.49495177,74.44521951,-7.95026774,-11.95619747,0.003616968
8,Ischemic Event,0.92,0.65,92.5,71.4,80.6,0.28,0.3,0.95,0.935356534,0.003633382,0.686349118,0.619148428,0.752520237,0.749650647,68.37344601,72.37397013,-4.000524111,-5.850990909,0.004994938
33,Bleeding Risk,0.9,0.71,85.6,73.3,79,0.58,0.34,0.9,0.852212904,0.001040313,0.688582683,0.643605962,0.769953314,0.705681062,71.20436212,76.66131499,-5.456952865,-7.663790114,0.004474118
33,Bleeding Risk,0.81,0.75,87.2,84.7,85.9,0.75,0.51,0.88,0.932240892,0.004482229,0.707678353,0.680291374,0.78945266,0.717033909,69.05031795,76.55302411,-7.502706153,-10.86556351,0.001917287
3,Bleeding Risk,0.82,0.79,81.9,81.6,81.7,0.89,0.53,0.72,0.913243727,0.002409088,0.717315289,0.683974309,0.808000499,0.776586522,68.54980407,75.14656563,-6.596761566,-9.623312065,0.004284422
37,Ischemic Event,0.81,0.77,81.3,78,79.6,0.51,0.18,0.65,0.92085626,0.004557005,0.702531521,0.679720136,0.847379033,0.764200855,71.19998748,78.62071173,-7.420724254,-10.42236736,0.00150572
4,Bleeding Risk,0.91,0.75,84.1,80.4,82.2,0.86,0.81,0.83,0.870663189,0.00179646,0.694030063,0.62144752,0.836023218,0.72870521,72.92907641,76.49673514,-3.567658724,-4.891956542,0.004306364
35,Bleeding Risk,0.78,0.73,79.7,85.9,82.7,0.2,0.51,0.69,0.898977377,0.001651308,0.727057173,0.696186711,0.802145073,0.789649706,68.63276446,73.42970519,-4.796940733,-6.989286779,0.002981883
1,Ischemic Event,0.8,0.7,92.9,77.6,84.6,0.73,0.89,0.81,0.91594687,0.004862572,0.744746719,0.656085708,0.750571294,0.730692281,72.07049715,78.71621014,-6.645712992,-9.221128277,0.002499347
19,Bleeding Risk,0.9,0.8,83.9,80.5,82.2,0.45,0.71,0.85,0.932361913,0.001301832,0.653221601,0.660625318,0.7549906,0.7531553,68.37940772,72.74057223,-4.361164512,-6.377891616,0.004743126
12,Bleeding Risk,0.86,0.78,80.3,78.6,79.4,0.4,0.92,0.92,0.898856962,0.003794675,0.698930205,0.673454626,0.76992755,0.750032893,69.66147403,75.79346179,-6.131987752,-8.802552396,0.004961312
24,Bleeding Risk,0.86,0.75,80.4,80.6,80.5,0.37,0.98,0.8,0.940890789,0.002846147,0.745786933,0.602872526,0.840136621,0.776139064,65.06640907,69.85116174,-4.784752674,-7.353644903,0.004416859
9,Ischemic Event,0.91,0.84,87,84.1,85.5,0.3,0.09,0.7,0.878614457,0.002799608,0.712841613,0.634531195,0.771618754,0.776482271,68.83384969,76.73404887,-7.900199181,-11.47720085,0.00378981
34,Bleeding Risk,0.85,0.7,88.9,77.1,82.6,0.7,0.03,0.81,0.859798067,0.00494393,0.681915351,0.630981021,0.820276004,0.796277235,67.48480964,74.65696008,-7.172150444,-10.62779977,0.003160689
32,Bleeding Risk,0.86,0.78,84.7,75.8,80,0.69,0.75,0.75,0.870784042,0.001101604,0.672718414,0.64781818,0.751797008,0.725104122,69.01818892,74.94030909,-5.922120167,-8.580520961,0.004417236
16,Ischemic Event,0.83,0.75,91.5,71.1,80,0.18,0.46,0.81,0.930554692,0.004504762,0.68776704,0.658815482,0.762667808,0.765867385,68.87908399,74.50527428,-5.626190286,-8.16821299,0.004086058
24,Bleeding Risk,0.91,0.75,88.9,84.9,86.9,0.93,0.07,0.71,0.853754662,0.001054132,0.737342155,0.622609313,0.819295504,0.708015734,67.12634817,73.23049227,-6.104144097,-9.09351434,0.002219032
6,Ischemic Event,0.87,0.7,81.9,79.1,80.5,0.79,0.76,0.92,0.89346992,0.004375642,0.687521325,0.619735233,0.833694481,0.763437216,65.11355482,71.15088215,-6.037327325,-9.27199773,0.00233378
1,Ischemic Event,0.91,0.73,92.3,72.7,81.3,0.99,0.07,0.76,0.935671557,0.0027072,0.693585481,0.609018778,0.800968038,0.754951513,66.02685847,70.05180432,-4.024945848,-6.095922086,0.00149756
37,Bleeding Risk,0.81,0.74,84.3,84.3,84.3,0.87,0.6,0.71,0.858641555,0.002100029,0.699318748,0.662483217,0.773052092,0.777777198,68.026839,73.71092621,-5.684087203,-8.355653866,0.001671383
6,Ischemic Event,0.85,0.71,91.9,71.4,80.4,0.29,0.99,0.66,0.918712384,0.002968587,0.745217707,0.633537346,0.790037641,0.703825334,69.5502315,73.90623194,-4.356000441,-6.263099845,0.004719234
16,Ischemic Event,0.87,0.71,81.2,81.9,81.5,0.55,0.81,0.69,0.8927993,0.00415054,0.700183751,0.689313554,0.842915647,0.786582874,71.35589267,74.63993729,-3.284044614,-4.602345358,0.002025266
12,Ischemic Event,0.87,0.8,79.3,74.8,77,0.75,0.23,0.95,0.909278828,0.002667334,0.651042379,0.637293982,0.791879267,0.766867059,68.50059249,73.45991492,-4.95932243,-7.239824138,0.001571303
37,Ischemic Event,0.89,0.83,87.3,79.9,83.4,0.7,0.61,0.76,0.853293777,0.003772543,0.725766057,0.662421691,0.779098402,0.768531439,67.36751817,72.49569451,-5.128176337,-7.61223877,0.002749398
12,Ischemic Event,0.88,0.69,88.2,71.5,79,0.63,0.65,0.84,0.868034227,0.004612853,0.745973915,0.657837354,0.792615873,0.712420297,67.89533321,73.0496043,-5.15427109,-7.591495389,0.003142805
6,Ischemic Event,0.83,0.84,86.4,71.4,78.2,0.02,0.7,0.95,0.935412548,0.003750191,0.712316558,0.665781911,0.796668313,0.768751087,73.71720799,77.6836151,-3.966407113,-5.380571539,0.00439801
6,Ischemic Event,0.92,0.7,83.4,78.7,81,0.93,0.36,0.95,0.942922261,0.004605314,0.705895104,0.642549618,0.77333726,0.770503314,70.32847468,73.72967067,-3.401195986,-4.836157761,0.003795127
2,Bleeding Risk,0.83,0.77,85.8,77,81.2,0.84,0.94,0.67,0.883315781,0.001797891,0.669709641,0.606118955,0.77915963,0.761216062,72.27515311,78.74059857,-6.46544546,-8.94559912,0.004862101
24,Bleeding Risk,0.87,0.76,83.2,72.3,77.4,0.61,0.41,0.88,0.923424708,0.001597637,0.736762067,0.614348959,0.846958122,0.779294624,70.64177758,76.06809615,-5.426318573,-7.681458138,0.003622523
6,Ischemic Event,0.81,0.75,91.8,82.7,87,0.93,0.57,0.68,0.944345092,0.002658058,0.703493038,0.685983741,0.784330933,0.713637075,73.85822174,78.41599029,-4.557768557,-6.170969799,0.001193289
36,Ischemic Event,0.85,0.85,82.5,74.8,78.5,0.82,0.76,0.88,0.87348109,0.001119964,0.70745408,0.632949374,0.809089783,0.711374634,71.66783428,77.96838909,-6.300554811,-8.791328599,0.004041717
22,Ischemic Event,0.82,0.71,92.2,71.4,80.5,0.71,0.78,0.84,0.935080128,0.002333637,0.704871568,0.654343823,0.757304905,0.704429984,73.03667266,80.36067754,-7.324004879,-10.02784575,0.003410863
6,Ischemic Event,0.84,0.69,86.7,82.9,84.8,0.71,0.07,0.77,0.853776295,0.001172248,0.696349818,0.630160903,0.818282175,0.771528022,68.30759756,73.12182589,-4.814228336,-7.047866575,0.00495556
9,Bleeding Risk,0.9,0.8,82.6,80.6,81.6,0.91,0.26,0.86,0.869090218,0.003140768,0.670115,0.651862242,0.813119407,0.735929146,66.67923898,71.74272359,-5.063484609,-7.593794839,0.004254502
11,Ischemic Event,0.9,0.76,84,79.2,81.5,0.46,0.65,0.81,0.946602072,0.001017129,0.747556752,0.604668771,0.826611064,0.769975385,74.96139295,78.59282636,-3.63143341,-4.844404922,0.004410031
20,Ischemic Event,0.89,0.74,87.1,76.6,81.5,0.43,0.71,0.8,0.906405921,0.001248304,0.679372436,0.649603193,0.765444907,0.721955146,70.26791305,75.88488446,-5.61697141,-7.993650539,0.002280215
33,Bleeding Risk,0.84,0.83,92,75.6,83,0.75,0.04,0.91,0.908352344,0.003907023,0.715679705,0.680885202,0.824808766,0.705482444,66.18698686,71.57429742,-5.387310562,-8.139531376,0.002588387
4,Bleeding Risk,0.79,0.74,82.7,76,79.2,0.92,0.31,0.68,0.90077562,0.001903218,0.714733958,0.67899902,0.833902588,0.770024835,68.20053788,73.8203791,-5.619841216,-8.240171398,0.004658807
8,Bleeding Risk,0.79,0.75,79.5,76.4,77.9,0.57,0.17,0.77,0.912019667,0.001187572,0.677302704,0.629360171,0.793234554,0.721426229,71.08854679,75.70121679,-4.612670004,-6.488626104,0.002325472
0,Ischemic Event,0.8,0.85,90.4,84.2,87.2,0.66,0.27,0.81,0.885636049,0.00223528,0.690328843,0.681313768,0.765423189,0.71702295,70.36854185,73.67424102,-3.305699166,-4.697694564,0.00182055
9,Ischemic Event,0.78,0.82,82.7,81.3,82,0.45,0.98,0.71,0.869786024,0.002782844,0.74572625,0.662414519,0.765871377,0.799090238,68.24333565,75.62637275,-7.383037102,-10.81869318,0.004591651
0,Ischemic Event,0.89,0.72,83.1,76.2,79.5,0.05,0.66,0.86,0.88084692,0.001205983,0.674182407,0.682504614,0.78216225,0.756762474,65.10481901,70.07941227,-4.974593263,-7.640898691,0.002542923
37,Ischemic Event,0.91,0.82,80.1,76.8,78.4,0.81,0.28,0.91,0.920265791,0.003954486,0.748530659,0.666347337,0.782421161,0.710518529,70.68703923,77.16026508,-6.473225851,-9.157585212,0.001418135
5,Bleeding Risk,0.79,0.81,84.3,85.6,84.9,0.87,0.32,0.91,0.876900359,0.001811423,0.749806212,0.673213078,0.783680281,0.716419879,71.28146487,78.17965711,-6.898192245,-9.677399669,0.004241405
12,Bleeding Risk,0.83,0.73,92.2,76.5,83.6,0.26,0.37,0.91,0.885646361,0.002352305,0.687093913,0.68126834,0.78757422,0.77064515,67.21335953,71.66306163,-4.449702099,-6.620264379,0.003216215
12,Bleeding Risk,0.92,0.7,79.7,79,79.3,0.25,0.78,0.75,0.859610162,0.002705096,0.728238998,0.640451479,0.77047456,0.729288151,72.71399764,78.1725058,-5.458508159,-7.506818957,0.004103075
10,Bleeding Risk,0.84,0.73,84.8,74.9,79.5,0.95,0.43,0.86,0.858497262,0.001350477,0.687506837,0.662222871,0.765964841,0.758609772,68.7781276,73.74590526,-4.967777655,-7.222903309,0.001458377
18,Ischemic Event,0.79,0.66,81.3,76.2,78.7,1,0.21,0.82,0.851039895,0.001087519,0.688035596,0.682320416,0.785859545,0.773735381,67.60678658,74.72505284,-7.118266258,-10.52892264,0.003247586
33,Ischemic Event,0.87,0.73,85.9,77.9,81.7,0.37,0.97,0.89,0.857773107,0.003986618,0.711804472,0.636975925,0.761176013,0.769077825,69.53444368,77.48535946,-7.950915776,-11.43449973,0.001332753
24,Ischemic Event,0.86,0.77,81.4,75.4,78.3,0.76,0.76,0.68,0.917876711,0.001212705,0.694940059,0.6557208,0.768437517,0.785641907,73.67701577,80.76908481,-7.092069041,-9.625890744,0.002825036
32,Bleeding Risk,0.88,0.73,91.7,71.7,80.5,0.07,0.6,0.84,0.918803087,0.003372249,0.668235939,0.601703486,0.842262444,0.774450638,74.20016604,81.27509753,-7.074931484,-9.534926755,0.003311182
22,Bleeding Risk,0.83,0.68,90.8,78.2,84,0.66,0.01,0.83,0.861707689,0.002670521,0.692312761,0.612977928,0.760943261,0.772081599,66.51145264,71.90014429,-5.38869165,-8.101900404,0.001265092
32,Ischemic Event,0.78,0.83,86.6,78.8,82.5,0.09,0.59,0.9,0.926385297,0.001918339,0.716753168,0.608803317,0.777749076,0.731119562,65.1494542,69.51755114,-4.368096939,-6.704732976,0.002293179
0,Bleeding Risk,0.83,0.77,83.7,78.2,80.9,0.06,0.9,0.83,0.856301805,0.00190766,0.718035112,0.662315399,0.829546245,0.774354519,70.47651287,75.46282927,-4.986316399,-7.075146309,0.002987673
1,Bleeding Risk,0.79,0.83,91.5,83.6,87.4,0.42,0.01,0.84,0.930816658,0.003539945,0.746271989,0.67176152,0.846491433,0.770778785,65.10037263,71.55611999,-6.455747367,-9.91660586,0.002877352
4,Ischemic Event,0.84,0.74,87.6,85.8,86.7,0.36,0.96,0.73,0.877888067,0.004583042,0.720592314,0.655317718,0.821040479,0.738619726,71.02081692,78.76174778,-7.740930864,-10.89952383,0.002036244
21,Bleeding Risk,0.86,0.79,83,83.3,83.1,0.42,0.25,0.68,0.923789765,0.004645638,0.741154813,0.632592672,0.831801583,0.752403915,73.66496394,80.79047583,-7.125511886,-9.672864148,0.003113831
5,Ischemic Event,0.87,0.84,83.7,72.7,77.8,0.46,0.91,0.66,0.886151588,0.001274156,0.657247863,0.626573791,0.836235159,0.745510982,66.90981824,72.65651817,-5.746699933,-8.588724472,0.002101104
18,Bleeding Risk,0.88,0.8,92.2,80.8,86.1,0.7,0.27,0.68,0.874992867,0.004356967,0.705750295,0.630705043,0.772276913,0.750473863,72.27927223,75.52421522,-3.244942988,-4.489451661,0.00346788
16,Ischemic Event,0.86,0.84,82.8,78.4,80.5,0.27,0.06,0.95,0.910604759,0.002803228,0.674446093,0.678135035,0.76102867,0.764224473,71.32091212,78.80725296,-7.486340842,-10.49669812,0.003588022
8,Ischemic Event,0.86,0.71,80,83.8,81.9,0.82,0.11,0.66,0.903825155,0.003072747,0.705624673,0.695075686,0.807280678,0.701309774,72.71132462,80.60762156,-7.896296937,-10.85978969,0.001305439
